ds,kpi,value,baseline,z_score,risk_level,detectors,root_cause_json,validation_status,injected_label
2017-06-21,orders,34.0,107.7,-1.719851832077885,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""orders"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 22.0, ""baseline"": 44.03333333333333, ""delta"": -22.03333333333333, ""pct_contrib"": 0.24173047034523854}, {""segment"": ""RJ"", ""today"": 4.0, ""baseline"": 14.133333333333333, ""delta"": -10.133333333333333, ""pct_contrib"": 0.11117407410734118}, {""segment"": ""MG"", ""today"": 5.0, ""baseline"": 12.266666666666667, ""delta"": -7.2666666666666675, ""pct_contrib"": 0.0797235136690802}, {""segment"": ""PR"", ""today"": 0.0, ""baseline"": 6.033333333333333, ""delta"": -6.033333333333333, ""pct_contrib"": 0.06619245859680511}, {""segment"": ""RS"", ""today"": 2.0, ""baseline"": 7.666666666666667, ""delta"": -5.666666666666667, ""pct_contrib"": 0.06216971249423685}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""cama_mesa_banho"", ""today"": 2.0, ""baseline"": 11.233333333333333, ""delta"": -9.233333333333333, ""pct_contrib"": 0.08591136216712374}, {""segment"": ""esporte_lazer"", ""today"": 1.0, ""baseline"": 8.166666666666666, ""delta"": -7.166666666666666, ""pct_contrib"": 0.06668210420913936}, {""segment"": ""brinquedos"", ""today"": 0.0, ""baseline"": 6.166666666666667, ""delta"": -6.166666666666667, ""pct_contrib"": 0.05737762455205016}, {""segment"": ""telefonia"", ""today"": 0.0, ""baseline"": 5.9, ""delta"": -5.9, ""pct_contrib"": 0.054896429976826366}, {""segment"": ""beleza_saude"", ""today"": 3.0, ""baseline"": 8.3, ""delta"": -5.300000000000001, ""pct_contrib"": 0.04931374218257284}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 25.0, ""baseline"": 84.9, ""delta"": -59.900000000000006, ""pct_contrib"": 0.7452179772951119}, {""segment"": ""boleto"", ""today"": 9.0, ""baseline"": 23.3, ""delta"": -14.3, ""pct_contrib"": 0.17790679591519362}, {""segment"": ""voucher"", ""today"": 1.0, ""baseline"": 5.366666666666666, ""delta"": -4.366666666666666, ""pct_contrib"": 0.05432585143331087}, {""segment"": ""debit_card"", ""today"": 0.0, ""baseline"": 1.8125, ""delta"": -1.8125, ""pct_contrib"": 0.022549375356383808}]}]}",WARN,
2017-06-26,payment_fail_rate,0.06944444444444445,0.03079394299533284,1.5719280749174476,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""payment_fail_rate"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 29.0, ""baseline"": 41.96666666666667, ""delta"": -12.966666666666669, ""pct_contrib"": 0.24497845280159591}, {""segment"": ""RJ"", ""today"": 8.0, ""baseline"": 13.366666666666667, ""delta"": -5.366666666666667, ""pct_contrib"": 0.10139211028549341}, {""segment"": ""RS"", ""today"": 3.0, ""baseline"": 7.4, ""delta"": -4.4, ""pct_contrib"": 0.08312893514090144}, {""segment"": ""ES"", ""today"": 0.0, ""baseline"": 3.1785714285714284, ""delta"": -3.1785714285714284, ""pct_contrib"": 0.060052558665099245}, {""segment"": ""MG"", ""today"": 9.0, ""baseline"": 12.1, ""delta"": -3.0999999999999996, ""pct_contrib"": 0.058568113394726}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""cama_mesa_banho"", ""today"": 5.0, ""baseline"": 10.8, ""delta"": -5.800000000000001, ""pct_contrib"": 0.08059030102630826}, {""segment"": ""utilidades_domesticas"", ""today"": 4.0, ""baseline"": 8.733333333333333, ""delta"": -4.7333333333333325, ""pct_contrib"": 0.06576909623986076}, {""segment"": ""beleza_saude"", ""today"": 4.0, ""baseline"": 8.0, ""delta"": -4.0, ""pct_contrib"": 0.055579517949178106}, {""segment"": ""brinquedos"", ""today"": 2.0, ""baseline"": 5.655172413793103, ""delta"": -3.655172413793103, ""pct_contrib"": 0.050788180194938616}, {""segment"": ""pet_shop"", ""today"": 6.0, ""baseline"": 2.4, ""delta"": 3.6, ""pct_contrib"": -0.0500215661542603}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 52.0, ""baseline"": 79.93333333333334, ""delta"": -27.933333333333337, ""pct_contrib"": 0.7045399951957724}, {""segment"": ""boleto"", ""today"": 14.0, ""baseline"": 22.333333333333332, ""delta"": -8.333333333333332, ""pct_contrib"": 0.21018496276723514}, {""segment"": ""debit_card"", ""today"": 0.0, ""baseline"": 1.7142857142857142, ""delta"": -1.7142857142857142, ""pct_contrib"": 0.04323804948354552}, {""segment"": ""voucher"", ""today"": 3.0, ""baseline"": 4.666666666666667, ""delta"": -1.666666666666667, ""pct_contrib"": 0.04203699255344704}]}]}",WARN,
2017-07-18,revenue,35168.489999999976,18182.17933333333,1.9460262333202427,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""aov"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 75.0, ""baseline"": 45.333333333333336, ""delta"": 29.666666666666664, ""pct_contrib"": 0.46838267904352954}, {""segment"": ""RJ"", ""today"": 32.0, ""baseline"": 14.8, ""delta"": 17.2, ""pct_contrib"": 0.27155669931063064}, {""segment"": ""MG"", ""today"": 22.0, ""baseline"": 12.566666666666666, ""delta"": 9.433333333333334, ""pct_contrib"": 0.14893516648238075}, {""segment"": ""RS"", ""today"": 13.0, ""baseline"": 7.233333333333333, ""delta"": 5.766666666666667, ""pct_contrib"": 0.09104517244329283}, {""segment"": ""GO"", ""today"": 7.0, ""baseline"": 2.4642857142857144, ""delta"": 4.535714285714286, ""pct_contrib"": 0.07161067444445617}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""ferramentas_jardim"", ""today"": 24.0, ""baseline"": 3.3703703703703702, ""delta"": 20.62962962962963, ""pct_contrib"": 0.48044109797075907}, {""segment"": ""cama_mesa_banho"", ""today"": 24.0, ""baseline"": 14.033333333333333, ""delta"": 9.966666666666667, ""pct_contrib"": 0.2321125663625337}, {""segment"": ""informatica_acessorios"", ""today"": 14.0, ""baseline"": 6.8, ""delta"": 7.2, ""pct_contrib"": 0.16767998105119492}, {""segment"": ""esporte_lazer"", ""today"": 14.0, ""baseline"": 9.033333333333333, ""delta"": 4.966666666666667, ""pct_contrib"": 0.11566813507698168}, {""segment"": ""relogios_presentes"", ""today"": 9.0, ""baseline"": 4.137931034482759, ""delta"": 4.862068965517241, ""pct_contrib"": 0.11323217111215747}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 144.0, ""baseline"": 83.46666666666667, ""delta"": 60.53333333333333, ""pct_contrib"": 0.7186387020182033}, {""segment"": ""boleto"", ""today"": 38.0, ""baseline"": 24.2, ""delta"": 13.8, ""pct_contrib"": 0.16383062920459043}, {""segment"": ""voucher"", ""today"": 15.0, ""baseline"": 4.6, ""delta"": 10.4, ""pct_contrib"": 0.12346656113969133}, {""segment"": ""debit_card"", ""today"": 1.0, ""baseline"": 1.5, ""delta"": -0.5, ""pct_contrib"": -0.00593589236248516}]}]}",WARN,
2017-08-12,payment_fail_rate,0.061855670103092786,0.02226389024221392,1.9490865624361502,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""payment_fail_rate"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 37.0, ""baseline"": 52.56666666666667, ""delta"": -15.56666666666667, ""pct_contrib"": 0.27449772276074236}, {""segment"": ""SC"", ""today"": 0.0, ""baseline"": 4.966666666666667, ""delta"": -4.966666666666667, ""pct_contrib"": 0.08758064387869509}, {""segment"": ""RJ"", ""today"": 14.0, ""baseline"": 18.433333333333334, ""delta"": -4.433333333333334, ""pct_contrib"": 0.07817601097896945}, {""segment"": ""RS"", ""today"": 5.0, ""baseline"": 8.9, ""delta"": -3.9000000000000004, ""pct_contrib"": 0.0687713780792438}, {""segment"": ""GO"", ""today"": 0.0, ""baseline"": 3.230769230769231, ""delta"": -3.230769230769231, ""pct_contrib"": 0.05697037237333805}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""utilidades_domesticas"", ""today"": 1.0, ""baseline"": 8.1, ""delta"": -7.1, ""pct_contrib"": 0.09649660373359033}, {""segment"": ""informatica_acessorios"", ""today"": 4.0, ""baseline"": 9.733333333333333, ""delta"": -5.7333333333333325, ""pct_contrib"": 0.07792214010411988}, {""segment"": ""cama_mesa_banho"", ""today"": 11.0, ""baseline"": 15.7, ""delta"": -4.699999999999999, ""pct_contrib"": 0.06387803345744712}, {""segment"": ""ferramentas_jardim"", ""today"": 2.0, ""baseline"": 6.321428571428571, ""delta"": -4.321428571428571, ""pct_contrib"": 0.05873284231269834}, {""segment"": ""perfumaria"", ""today"": 1.0, ""baseline"": 3.7333333333333334, ""delta"": -2.7333333333333334, ""pct_contrib"": 0.03714892725894088}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 72.0, ""baseline"": 101.93333333333334, ""delta"": -29.933333333333337, ""pct_contrib"": 0.6664192949907237}, {""segment"": ""boleto"", ""today"": 17.0, ""baseline"": 28.033333333333335, ""delta"": -11.033333333333335, ""pct_contrib"": 0.24564007421150283}, {""segment"": ""voucher"", ""today"": 4.0, ""baseline"": 6.533333333333333, ""delta"": -2.533333333333333, ""pct_contrib"": 0.05640074211502783}, {""segment"": ""debit_card"", ""today"": 0.0, ""baseline"": 1.4166666666666667, ""delta"": -1.4166666666666667, ""pct_contrib"": 0.03153988868274583}]}]}",WARN,
2017-08-29,aov,271.8437037037036,158.23968753500145,2.2549794898378637,LOW,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""aov"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""RS"", ""today"": 5.0, ""baseline"": 9.366666666666667, ""delta"": -4.366666666666667, ""pct_contrib"": 0.3994872344545706}, {""segment"": ""RJ"", ""today"": 13.0, ""baseline"": 17.0, ""delta"": -4.0, ""pct_contrib"": 0.36594250484388147}, {""segment"": ""PA"", ""today"": 0.0, ""baseline"": 2.3043478260869565, ""delta"": -2.3043478260869565, ""pct_contrib"": 0.21081470387745346}, {""segment"": ""SE"", ""today"": 3.0, ""baseline"": 1.0769230769230769, ""delta"": 1.9230769230769231, ""pct_contrib"": -0.1759338965595584}, {""segment"": ""ES"", ""today"": 5.0, ""baseline"": 3.2413793103448274, ""delta"": 1.7586206896551726, ""pct_contrib"": -0.16088851506067203}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""pcs"", ""today"": 15.0, ""baseline"": 4.0, ""delta"": 11.0, ""pct_contrib"": -0.29403366879702464}, {""segment"": ""informatica_acessorios"", ""today"": 2.0, ""baseline"": 9.7, ""delta"": -7.699999999999999, ""pct_contrib"": 0.20582356815791722}, {""segment"": ""beleza_saude"", ""today"": 15.0, ""baseline"": 10.366666666666667, ""delta"": 4.633333333333333, ""pct_contrib"": -0.12385054534177702}, {""segment"": ""cool_stuff"", ""today"": 3.0, ""baseline"": 7.6, ""delta"": -4.6, ""pct_contrib"": 0.12295953422421028}, {""segment"": null, ""today"": 3.0, ""baseline"": 0.0, ""delta"": 3.0, ""pct_contrib"": -0.08019100058100671}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""boleto"", ""today"": 32.0, ""baseline"": 27.9, ""delta"": 4.100000000000001, ""pct_contrib"": -6.414110429447898}, {""segment"": ""voucher"", ""today"": 4.0, ""baseline"": 6.233333333333333, ""delta"": -2.2333333333333334, ""pct_contrib"": 3.49386503067487}, {""segment"": ""credit_card"", ""today"": 100.0, ""baseline"": 101.8, ""delta"": -1.7999999999999972, ""pct_contrib"": 2.815950920245413}, {""segment"": ""debit_card"", ""today"": 1.0, ""baseline"": 1.7058823529411764, ""delta"": -0.7058823529411764, ""pct_contrib"": 1.1042944785276145}]}]}",WARN,
2017-09-01,aov,224.65372549019597,162.64169542237815,0.8109362568399425,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""revenue"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 12156.970000000003, ""baseline"": 7444.098000000001, ""delta"": 4712.872000000002, ""pct_contrib"": 0.4800035510250872}, {""segment"": ""SC"", ""today"": 2931.14, ""baseline"": 864.3727586206895, ""delta"": 2066.7672413793102, ""pct_contrib"": 0.21049916378047018}, {""segment"": ""MA"", ""today"": 2326.04, ""baseline"": 338.03181818181815, ""delta"": 1988.0081818181818, ""pct_contrib"": 0.2024775947107526}, {""segment"": ""RS"", ""today"": 3102.9699999999993, ""baseline"": 1290.7743333333335, ""delta"": 1812.1956666666658, ""pct_contrib"": 0.18457118189339206}, {""segment"": ""CE"", ""today"": 1739.84, ""baseline"": 462.1618518518518, ""delta"": 1277.678148148148, ""pct_contrib"": 0.1301308518835793}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""pcs"", ""today"": 10358.27, ""baseline"": 8687.055, ""delta"": 1671.2150000000001, ""pct_contrib"": -3.4391105155438586}, {""segment"": ""relogios_presentes"", ""today"": 2895.75, ""baseline"": 1332.21, ""delta"": 1563.54, ""pct_contrib"": -3.217531469902702}, {""segment"": ""cama_mesa_banho"", ""today"": 876.1800000000001, ""baseline"": 2269.329666666666, ""delta"": -1393.149666666666, ""pct_contrib"": 2.8668936482497775}, {""segment"": ""esporte_lazer"", ""today"": 2702.4300000000003, ""baseline"": 1595.016, ""delta"": 1107.4140000000002, ""pct_contrib"": -2.278892382165363}, {""segment"": ""instrumentos_musicais"", ""today"": 1567.1299999999999, ""baseline"": 513.5466666666667, ""delta"": 1053.583333333333, ""pct_contrib"": -2.1681169213227593}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 28505.049999999996, ""baseline"": 16410.990333333335, ""delta"": 12094.05966666666, ""pct_contrib"": 0.9518584398662749}, {""segment"": ""voucher"", ""today"": 2597.08, ""baseline"": 996.5673333333332, ""delta"": 1600.5126666666667, ""pct_contrib"": 0.12596775043854552}, {""segment"": ""boleto"", ""today"": 2830.23, ""baseline"": 4105.3313333333335, ""delta"": -1275.1013333333335, ""pct_contrib"": -0.10035637323365346}, {""segment"": ""debit_card"", ""today"": 439.65999999999997, ""baseline"": 153.39749999999998, ""delta"": 286.2625, ""pct_contrib"": 0.022530182928832885}]}]}",WARN,
2017-09-02,aov,221.91000000000003,164.81963523719295,0.5307947819434793,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""orders"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 44.0, ""baseline"": 52.9, ""delta"": -8.899999999999999, ""pct_contrib"": 0.19679472149116625}, {""segment"": ""RJ"", ""today"": 12.0, ""baseline"": 17.233333333333334, ""delta"": -5.233333333333334, ""pct_contrib"": 0.11571824447233375}, {""segment"": ""MG"", ""today"": 11.0, ""baseline"": 15.033333333333333, ""delta"": -4.033333333333333, ""pct_contrib"": 0.0891841247207158}, {""segment"": ""RS"", ""today"": 6.0, ""baseline"": 9.433333333333334, ""delta"": -3.4333333333333336, ""pct_contrib"": 0.07591706484490685}, {""segment"": ""GO"", ""today"": 1.0, ""baseline"": 2.9655172413793105, ""delta"": -1.9655172413793105, ""pct_contrib"": 0.04346105821385695}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""esporte_lazer"", ""today"": 7.0, ""baseline"": 12.466666666666667, ""delta"": -5.466666666666667, ""pct_contrib"": 0.07727187403671583}, {""segment"": ""moveis_decoracao"", ""today"": 6.0, ""baseline"": 10.6, ""delta"": -4.6, ""pct_contrib"": 0.06502145498211452}, {""segment"": ""relogios_presentes"", ""today"": 2.0, ""baseline"": 6.3, ""delta"": -4.3, ""pct_contrib"": 0.06078092530936793}, {""segment"": ""informatica_acessorios"", ""today"": 5.0, ""baseline"": 9.233333333333333, ""delta"": -4.2333333333333325, ""pct_contrib"": 0.0598385853820909}, {""segment"": ""beleza_saude"", ""today"": 7.0, ""baseline"": 10.533333333333333, ""delta"": -3.533333333333333, ""pct_contrib"": 0.049944016145682175}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 77.0, ""baseline"": 102.06666666666666, ""delta"": -25.066666666666663, ""pct_contrib"": 0.7424541607898449}, {""segment"": ""boleto"", ""today"": 22.0, ""baseline"": 28.566666666666666, ""delta"": -6.566666666666666, ""pct_contrib"": 0.19449929478138228}, {""segment"": ""voucher"", ""today"": 5.0, ""baseline"": 6.366666666666666, ""delta"": -1.3666666666666663, ""pct_contrib"": 0.04047954866008462}, {""segment"": ""debit_card"", ""today"": 1.0, ""baseline"": 1.7619047619047619, ""delta"": -0.7619047619047619, ""pct_contrib"": 0.0225669957686883}]}]}",WARN,
2017-09-03,aov,254.55430894308947,168.19703786143504,1.0549346303653147,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""payment_fail_rate"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 43.0, ""baseline"": 52.3, ""delta"": -9.299999999999997, ""pct_contrib"": 0.41491770727615696}, {""segment"": ""RJ"", ""today"": 23.0, ""baseline"": 16.833333333333332, ""delta"": 6.166666666666668, ""pct_contrib"": -0.27512464460963826}, {""segment"": ""PR"", ""today"": 2.0, ""baseline"": 6.766666666666667, ""delta"": -4.766666666666667, ""pct_contrib"": 0.21266391448204466}, {""segment"": ""RS"", ""today"": 13.0, ""baseline"": 9.3, ""delta"": 3.6999999999999993, ""pct_contrib"": -0.16507478676578288}, {""segment"": ""ES"", ""today"": 0.0, ""baseline"": 3.103448275862069, ""delta"": -3.103448275862069, ""pct_contrib"": 0.13845974658826155}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""relogios_presentes"", ""today"": 14.0, ""baseline"": 6.066666666666666, ""delta"": 7.933333333333334, ""pct_contrib"": -0.15969413329611754}, {""segment"": ""informatica_acessorios"", ""today"": 3.0, ""baseline"": 8.933333333333334, ""delta"": -5.933333333333334, ""pct_contrib"": 0.11943510809541563}, {""segment"": ""moveis_decoracao"", ""today"": 5.0, ""baseline"": 10.333333333333334, ""delta"": -5.333333333333334, ""pct_contrib"": 0.10735740053520507}, {""segment"": null, ""today"": 5.0, ""baseline"": 0.0, ""delta"": 5.0, ""pct_contrib"": -0.10064756300175474}, {""segment"": ""esporte_lazer"", ""today"": 8.0, ""baseline"": 12.366666666666667, ""delta"": -4.366666666666667, ""pct_contrib"": 0.08789887168819915}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""boleto"", ""today"": 21.0, ""baseline"": 28.333333333333332, ""delta"": -7.333333333333332, ""pct_contrib"": 0.5964998767562241}, {""segment"": ""voucher"", ""today"": 3.0, ""baseline"": 6.4, ""delta"": -3.4000000000000004, ""pct_contrib"": 0.27655903376879487}, {""segment"": ""credit_card"", ""today"": 100.0, ""baseline"": 100.83333333333333, ""delta"": -0.8333333333333286, ""pct_contrib"": 0.06778407690411599}, {""segment"": ""debit_card"", ""today"": 1.0, ""baseline"": 1.7272727272727273, ""delta"": -0.7272727272727273, ""pct_contrib"": 0.059157012570865204}]}]}",WARN,
2017-09-06,aov,260.83463768115956,174.11835658979496,1.3558807903447547,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""revenue"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 17888.88, ""baseline"": 8265.906, ""delta"": 9622.974, ""pct_contrib"": 1.0071048921522354}, {""segment"": ""CE"", ""today"": 1833.8899999999999, ""baseline"": 562.158148148148, ""delta"": 1271.7318518518518, ""pct_contrib"": 0.13309475527064937}, {""segment"": ""RJ"", ""today"": 1823.6599999999999, ""baseline"": 2990.415, ""delta"": -1166.755, ""pct_contrib"": -0.12210826595219748}, {""segment"": ""BA"", ""today"": 2246.8199999999997, ""baseline"": 1090.7135714285716, ""delta"": 1156.106428571428, ""pct_contrib"": 0.12099382582379774}, {""segment"": ""RO"", ""today"": 1344.3600000000001, ""baseline"": 475.66999999999996, ""delta"": 868.6900000000002, ""pct_contrib"": 0.09091388470588464}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""pcs"", ""today"": 14372.609999999999, ""baseline"": 7125.328888888889, ""delta"": 7247.28111111111, ""pct_contrib"": 3.5692993715000005}, {""segment"": ""esporte_lazer"", ""today"": 3815.1499999999996, ""baseline"": 1629.874, ""delta"": 2185.276, ""pct_contrib"": 1.0762524778286406}, {""segment"": ""telefonia"", ""today"": 2048.73, ""baseline"": 489.941, ""delta"": 1558.789, ""pct_contrib"": 0.7677064698747568}, {""segment"": ""automotivo"", ""today"": 1673.8200000000002, ""baseline"": 602.9863333333335, ""delta"": 1070.8336666666667, ""pct_contrib"": 0.5273875643590689}, {""segment"": ""perfumaria"", ""today"": 1202.4399999999998, ""baseline"": 533.1513333333334, ""delta"": 669.2886666666665, ""pct_contrib"": 0.3296259080695651}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""voucher"", ""today"": 8055.23, ""baseline"": 1186.2179999999998, ""delta"": 6869.012, ""pct_contrib"": 0.541072830746659}, {""segment"": ""credit_card"", ""today"": 21150.69, ""baseline"": 17703.426333333333, ""delta"": 3447.263666666666, ""pct_contrib"": 0.2715413381798489}, {""segment"": ""boleto"", ""today"": 6269.039999999999, ""baseline"": 4246.524, ""delta"": 2022.5159999999987, ""pct_contrib"": 0.15931380777183227}, {""segment"": ""debit_card"", ""today"": 520.22, ""baseline"": 163.8408695652174, ""delta"": 356.3791304347826, ""pct_contrib"": 0.028072023301659782}]}]}",WARN,
2017-09-29,aov,285.7571559633025,181.98199670963933,2.249187346492864,LOW,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""aov"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 40.0, ""baseline"": 53.56666666666667, ""delta"": -13.56666666666667, ""pct_contrib"": 0.3102978479383251}, {""segment"": ""RJ"", ""today"": 10.0, ""baseline"": 20.466666666666665, ""delta"": -10.466666666666665, ""pct_contrib"": 0.23939440848313032}, {""segment"": ""MG"", ""today"": 10.0, ""baseline"": 16.666666666666668, ""delta"": -6.666666666666668, ""pct_contrib"": 0.1524805149574079}, {""segment"": ""BA"", ""today"": 1.0, ""baseline"": 5.833333333333333, ""delta"": -4.833333333333333, ""pct_contrib"": 0.1105483733441207}, {""segment"": ""ES"", ""today"": 7.0, ""baseline"": 3.0689655172413794, ""delta"": 3.9310344827586206, ""pct_contrib"": -0.08991092433695429}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""beleza_saude"", ""today"": 5.0, ""baseline"": 12.466666666666667, ""delta"": -7.466666666666667, ""pct_contrib"": 0.09938618915012917}, {""segment"": ""moveis_decoracao"", ""today"": 4.0, ""baseline"": 9.266666666666667, ""delta"": -5.2666666666666675, ""pct_contrib"": 0.0701027584183947}, {""segment"": ""relogios_presentes"", ""today"": 4.0, ""baseline"": 8.866666666666667, ""delta"": -4.866666666666667, ""pct_contrib"": 0.06477849828535205}, {""segment"": ""esporte_lazer"", ""today"": 9.0, ""baseline"": 13.433333333333334, ""delta"": -4.433333333333334, ""pct_contrib"": 0.059010549807889195}, {""segment"": ""telefonia"", ""today"": 9.0, ""baseline"": 5.448275862068965, ""delta"": 3.5517241379310347, ""pct_contrib"": -0.047275758077878566}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 86.0, ""baseline"": 108.03333333333333, ""delta"": -22.03333333333333, ""pct_contrib"": 0.6148837209302325}, {""segment"": ""boleto"", ""today"": 22.0, ""baseline"": 29.933333333333334, ""delta"": -7.933333333333334, ""pct_contrib"": 0.2213953488372093}, {""segment"": ""voucher"", ""today"": 2.0, ""baseline"": 6.033333333333333, ""delta"": -4.033333333333333, ""pct_contrib"": 0.11255813953488371}, {""segment"": ""debit_card"", ""today"": 0.0, ""baseline"": 1.8333333333333333, ""delta"": -1.8333333333333333, ""pct_contrib"": 0.05116279069767441}]}]}",WARN,
2017-09-29,payment_fail_rate,0.0603448275862069,0.022440323683664814,1.6871216689229527,NONE,"{'rule': True, 'z': False, 'iqr': True, 'iforest': False}","{""primary_kpi"": ""aov"", ""evidence"": [{""dimension"": ""customer_state"", ""top"": [{""segment"": ""SP"", ""today"": 40.0, ""baseline"": 53.56666666666667, ""delta"": -13.56666666666667, ""pct_contrib"": 0.3102978479383251}, {""segment"": ""RJ"", ""today"": 10.0, ""baseline"": 20.466666666666665, ""delta"": -10.466666666666665, ""pct_contrib"": 0.23939440848313032}, {""segment"": ""MG"", ""today"": 10.0, ""baseline"": 16.666666666666668, ""delta"": -6.666666666666668, ""pct_contrib"": 0.1524805149574079}, {""segment"": ""BA"", ""today"": 1.0, ""baseline"": 5.833333333333333, ""delta"": -4.833333333333333, ""pct_contrib"": 0.1105483733441207}, {""segment"": ""ES"", ""today"": 7.0, ""baseline"": 3.0689655172413794, ""delta"": 3.9310344827586206, ""pct_contrib"": -0.08991092433695429}]}, {""dimension"": ""product_category_name"", ""top"": [{""segment"": ""beleza_saude"", ""today"": 5.0, ""baseline"": 12.466666666666667, ""delta"": -7.466666666666667, ""pct_contrib"": 0.09938618915012917}, {""segment"": ""moveis_decoracao"", ""today"": 4.0, ""baseline"": 9.266666666666667, ""delta"": -5.2666666666666675, ""pct_contrib"": 0.0701027584183947}, {""segment"": ""relogios_presentes"", ""today"": 4.0, ""baseline"": 8.866666666666667, ""delta"": -4.866666666666667, ""pct_contrib"": 0.06477849828535205}, {""segment"": ""esporte_lazer"", ""today"": 9.0, ""baseline"": 13.433333333333334, ""delta"": -4.433333333333334, ""pct_contrib"": 0.059010549807889195}, {""segment"": ""telefonia"", ""today"": 9.0, ""baseline"": 5.448275862068965, ""delta"": 3.5517241379310347, ""pct_contrib"": -0.047275758077878566}]}, {""dimension"": ""payment_type"", ""top"": [{""segment"": ""credit_card"", ""today"": 86.0, ""baseline"": 108.03333333333333, ""delta"": -22.03333333333333, ""pct_contrib"": 0.6148837209302325}, {""segment"": ""boleto"", ""today"": 22.0, ""baseline"": 29.933333333333334, ""delta"": -7.933333333333334, ""pct_contrib"": 0.2213953488372093}, {""segment"": ""voucher"", ""today"": 2.0, ""baseline"": 6.033333333333333, ""delta"": -4.033333333333333, ""pct_contrib"": 0.11255813953488371}, {""segment"": ""debit_card"", ""today"": 0.0, ""baseline"": 1.8333333333333333, ""delta"": -1.8333333333333333, ""pct_contrib"": 0.05116279069767441}]}]}",WARN,
